整租 | 霖雨桥地铁站 中汇沃尔玛北辰财富中心 单身公寓 拎包,北辰财富中心,1900,https://km.58.com/zufang/41680139370649x.shtml?houseId=1413016155120654&shangquan=kmbeichen&shangquanId=12065&dataSource=0
整租 | 涌鑫哈佛中心(商住楼) 2室1厅1卫,市政府,1300,https://km.58.com/zufang/41725161203725x.shtml?houseId=1418778950179849&shangquan=chenggongxc&shangquanId=13323&dataSource=0
整租 | 高新区地铁口中天阳光精装一室带全套家具随时看房,高新区,1200,https://km.58.com/zufang/41704207626643x.shtml?houseId=1416096891755524&shangquan=kmgaoxin&shangquanId=12055&dataSource=0
整租 | 春城路国贸中心旁福德地铁口电梯房南北通透有钥匙随时看,国贸中心,3000,https://km.58.com/zufang/41724064639890x.shtml?houseId=1418638589830154&shangquan=gmzx&shangquanId=12091&dataSource=0
单间 | 万科魅力之城 商海街 星耀路地铁附近 押一付一 包水,新亚洲体育城,880,https://km.58.com/hezu/41723566358547x.shtml?houseId=1418574809965581&shangquan=xinyazhoutyc&shangquanId=13044&dataSource=0
整租 | 房东直租 西城时代 两室两厅一卫 可短租家具家电齐全,高新区,2700,https://km.58.com/zufang/41723175732254x.shtml?houseId=1418524809815043&shangquan=kmgaoxin&shangquanId=12055&dataSource=0
单间 | 押金减半 实拍图 紧邻星耀路地铁站 星都国际总部基地,新亚洲体育城,1130,https://km.58.com/hezu/39801584130845x.shtml?houseId=1172561084506113&shangquan=xinyazhoutyc&shangquanId=13044&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIit1rH9knHN3PjD1nj9YPg980v6YUykKuad6nHDOnyPBniYOnjwWsHEkP1TVrH9LnaYzmvFbnvNQrj--PWDKPHbknjcYrj91njmOPWDKTHDQP1cdPWDkrjEdnjmQnHnKrHEknTDOPjTkTHD_nHTKnHmQTHDdrjmknjTzrHmQrjcKnHNKwbnVHiLMGO4hBs4b8sf-BFxCCpWGCUgh-UH-bcWMGO4hVexhWGcKnEDQnEDKsHDKTHDzPjmzPHcvnW9OP1N3n1nkrj9KP9DKnED1PyDkPvmOnzd-mhm3sHwbujmVmHmvniY1mW6-PWPWP19YuANKnHcYPWcdnWmzrHTOP1EdPHmQP9DQnWEvnWNzPWcOnjn3P1ndn1mkTEDKTEDKsEDKTy6YIZK1rBtfpvY8PH98mvqVsvPCIgGdsLK8nHDfTEDznWc8nWDdsWbQsW9LTHTKnTDKnikQn97exEDQnjT1nkDQnjTQPHTvTyRBPymdmy7hsHP-nyDVPj--uadBmWmLsHFWujnzPHEQryNQPTDKnTDKTHTKnHmQsjDdrHT_nHcOPW9Kn97-mhnvPHb1nHczrHmzuW0L
整租 | 馨悦尚居精装1房全套家具家电1200元月金泰国际二期,黄土坡,1200,https://km.58.com/zufang/41716776654992x.shtml?houseId=1417705727304704&shangquan=huangtupo&shangquanId=12057&dataSource=0
单间 | 裕沣园，泰旸新城，文理学院个人房源精装修押一付一可短,龙泉路,880,https://km.58.com/hezu/41712405645707x.shtml?houseId=1417146238213120&shangquan=kmlongquan&shangquanId=12059&dataSource=0
整租 | 西南2房 2800元月 润城十一区89平精装,前卫营,2800,https://km.58.com/zufang/41723905206817x.shtml?houseId=1418618181934088&shangquan=qianweiying&shangquanId=12085&dataSource=0
整租 | 高新区黄土坡 精装单身公 押一付一无中介 可拎包入住,高新区,1650,https://km.58.com/zufang/41701965499423x.shtml?houseId=1415809899781124&shangquan=kmgaoxin&shangquanId=12055&dataSource=0
单间 | 东风广场附近 拓东体育馆旁 拓东郡 单间直租无中介5,白塔路,550,https://km.58.com/hezu/39212994750735x.shtml?houseId=1097221643672576&shangquan=baitalu&shangquanId=12064&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIit1rHcQnWbOPj0dnj01Pg980v6YUykKuadWPjNLujubridbrjuhsHwbuWTVmym3naY1m17hPjczny76uj0KPWNdP1n1PWnYrHT3n1DKTHDkrH0znWDvPjnvP1cdP1mKrH9knTDOrjTkTHD_nHTKnHmQTHDdrjmknjcYrjmvPHDKP97AEzdPsXXMMSpcfSi38Syc-SB6Jrh6VXpRVryEBrXMMSpLVSprb9DQTHnQTEDVnEDKnHcYPHNdrjNvnHnLPH03rHTdPkDvTEDQTHEzuyR-P1IWsHwhPANVPADzPiYOmWuBsHb3mvEYnAN1m1uBmkDQnWEdPHN3PHmQP1bOPjD1P1mkTHDzPjNdPH9dPWDLnWnOnW9dP1mKTEDKTEDVTEDKpZwY0ZnlszqoUi3draOWUvYfmv6dXMNf0A31nitKTHcznB3znHN8rHD8rj0KnTDkTEDQsjDzTgVqTHDknjn1THDknjDdnjmKuH0znyF6rAnVuAn3naYYn1cdsH6buynVuywbujT3nWDknAczTEDkTEDKnTDQPWD_nHN3rikQnHbOnkDzTHu-mhDzn1R-rHDknAEzPWD
单间 | 穿心鼓楼旁走路去南屏街，散步去翠湖，桃园广场旁，近地,鼓楼片区,888,https://km.58.com/hezu/41635658491297x.shtml?houseId=1407322602462211&shangquan=guloupian&shangquanId=12066&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnHm1PHmdrjEOnHcOPL980v6YUykKuaYYmW9LmvEduBdhPvN1sHwWmW9VrH0LPBYOmH0LrHcdrj9zPvNKP1TQPWbzrHc1njEOnjcKTHDYnj01nWcvnjcYPWcznHDKnHTznjTKnHTznjTKnikQnTDQPWDKnHN3PWTknH91n1mOnEDQnT7AEzdPsXXMMSpcfSi38Syc-SB6Jrh6VXpRVryEBrXMMSpLVSprb9DQTHcdTEDVnEDKnHcYPWcdrHckrHmznjmOnWbOn9DvTEDQTyDOPWc1rHuWsymvPAcVPj-Bnid6PWIbsyuhn191m1bkuhEdPkDQnWEvnWNOnWTOP1NYrHc1njT3THDzPjmzPHbznjbvrHmznjcLPHcKTEDKTEDVTEDKpZwY0ZnlszqoUi3draOWUvYfmv6dXMNf0A3zPitKTHcznB3znHN8rHD8rj0KnTDkTEDQsjDzTgVqTHDknjn1THDknjDdnjmKryFbnHDzmhNVnhn3raYYnWEQsyDvujNVP1bkPvDYnhDkPjcYTEDkTEDKnTDQPWD_nHN3rikQnHbOPEDzTyDzmhPbP191n176njPbuj0
整租 | 马街中路大两房 1000一个月近菜市场100米,马街,1000,https://km.58.com/zufang/41668024319016x.shtml?houseId=1411465427083267&shangquan=majie&shangquanId=12084&dataSource=0
整租 | 官南大道 大润发 广福路  整租小公寓 可月付 家电,官南大道,1499,https://km.58.com/zufang/41646236671127x.shtml?houseId=1408676609549316&shangquan=guannandao&shangquanId=12090&dataSource=0
整租 | 整租可月付 近南亚 爱琴海 公园1903 精装 家具,世纪半岛,1099,https://km.58.com/zufang/41723864144151x.shtml?houseId=1418612925946881&shangquan=shijibandao&shangquanId=13041&dataSource=0
单间 | 云南名族大学旁 一二一大街 莲景苑 550起 全包单,莲花片区,550,https://km.58.com/hezu/39379080072466x.shtml?houseId=1118480565067776&shangquan=kmlianhua&shangquanId=12058&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIit1rHnLrHT3njTLnWEvPM980v6YUykKuaYYmW9LmvEduBdhPvN1sHwWmW9VrH0LPBYOmH0LrHcdrj9zPvNKPWNdP1n1PWnYrHT3n1DKTHDQnH9YrjTdPWNkPW0LP1mKPWDknTDvnHTkTHD_nHTKnHmQTHDdrjmknjD3n1nvrHDKrT7AEzdPsXXMMSpcfSi38Syc-SB6Jrh6VXpRVryEBrXMMSpLVSprb9DQTHcdTEDVnEDKnHc1n1bvnjbzn1NdnHNQPjmzPTDvTEDQTyFWnHN3PvndsyNOP1TVPj0OmzYOmWDvsymQuHcOrjTvuWPbnkDQnWn1rHmkrHc1rjnvP1cLnWbvTHDzn1nOPWTOnWnLPWbvnH9Yn1cKTEDKTEDVTEDKpZwY0ZnlszqoUi3draOWUvYfmv6dXMNf0A3zPitKTHcznB3znHN8rHD8rj0KnTDkTEDQsjDzTgVqTHDknjn1THDknjDdnjmKmhnYmyP-ujDVPWmkuiYYPjEQsH6bnWEVnjDvPHm1rAEQPvmdTEDkTEDKnTDQPWD_nHN3rakQnHb3PkDzTHNOPH9zmvuWPANQm19dPHE
单间 | 金碧片区昆华医院旁丹霞苑 精装修带全套家具家电 出租,金碧片区,900,https://km.58.com/hezu/41549497582344x.shtml?houseId=1396294006400007&shangquan=jinbip&shangquanId=12083&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnHNYrHEOP1N3nWnYPZ980v6YUykKuad6PvNduyc3raYzPHF-sHwWP1DVmWEznzd6mHTdnAP6PHbzPhmKPjTkP1EdnjnQnWcOPH0KTHD1rHmzrHEknjmYnjTknj0KrH9knTDOrjTkTHD_nHTKnHmQTHDdrjmknjEdP1EknWEKPE7AEzdPsXXMMSpcfSi38Syc-SB6Jrh6VXpRVryEBrXMMSpLVSprb9DQTHNkTEDVnEDKnHcYn1EkPWTOnHbdrjm1PWNYPTDvTEDQTHNLrH7-m1TvsHn3uWEVPj7WPid6rjcvsyDkrymYnvm1mhndu9DQnWE1PjTvnjbznHTdPjcYrjbvTHDzPjnYnjmkrHcknHnQPWcYrH0KTEDKTEDVTEDKpZwY0ZnlszqoUi3draOWUvYfmv6dXMNf0A3dnatKTHcznB3znHN8rHD8rj0KnTDkTEDQsjDzTgVqTHDknjn1THDknjDdnjmKmW6BPjR6PjDVPvmdPBYYuHnzsyDkmWDVnyNQujnkujubPjF-TEDkTEDKnTDQPWD_nHNOnikQnWTQn9DzTH--ujEdrHnLPHPhPycdnWN
单间 | 南屏街旁无中介费  玉带阁500到1500都有房,金碧片区,650,https://km.58.com/hezu/40453848657956x.shtml?houseId=1256050943990785&shangquan=jinbip&shangquanId=12083&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnjEdn19YrjmdP1bdPM980v6YUykKuad6mWTvnjnOmBd-Pju-sHwWnH9Vrym1mzYQuH7hmHDYrjmLuyDKPHEQn1nzrHTLrHbvn1NKTHDzPHmkPHTOPjnOrHTLrjNKrH9knTDOrjTkTHD_nHTKnHmQTHDdrjmknjTQrjm1P1TKnHNKwbnVHiLMGO4hBs4b8sf-BFxCCpWGCUgh-UH-bcWMGO4hVexhWGcKnEDQnTDKsHDKTHDzPjmzn1bQP1DYnjTYPjD3PHmKP9DKnEDYuANQPyuhriYLnA7hsHE3nvcVrAFhriYYuHFWrHF-P1mznjbKnHcYPWc1rHDLnH0kPWm1rjn1P9DQnWEvnWnOnH0QPWnOPHcOPj0zTEDKTEDKsEDKTy6YIZK1rBtfpvY8PH98mvqVsvPCIgGdsLK8nHTfTEDznWc8nWDdsWbQsW9LTHTKnTDKnikQn97exEDQnjT1nkDQnjTQPHTvTHEvnh7huANLsyFhrjDVPjI6PidBnjPWsHcQPhndrHcYPW0dPTDKnTDKTHTKnHmQsjDdrHD_nHcknHcKn9DOPAcknWu6uj9QnjnvuH0d
整租 | 金平果新迎理工大学七彩俊园购中心延安医院金鹰广场万象,新迎片区,650,https://km.58.com/zufang/41723661711888x.shtml?houseId=1418587013243914&shangquan=xinyingp&shangquanId=12075&dataSource=0
单间 | 房东直租 火车北站 万宏国际主卧单间出租 包水电物业,火车北站,790,https://km.58.com/hezu/41229029493001x.shtml?houseId=1355274090897422&shangquan=huochebei&shangquanId=12067&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnHczrHTzrHEOn1Tkng980v6YUykKuadbPH-hmvPBuiYYuW-WsHwBnjmVrAnduaYLuWw-nynOPjmkPjNKPHn3nWnOnHD3nWmQrHnKTHD1PHNzP1EkrHT3rH0YnWcKrjcknTD3nWTkTHD_nHTKnHmQTHDdrjNOrHbkPjnQrH0KnWcKwbnVHiLMGO4hBs4b8sf-BFxCCpWGCUgh-UH-bcWMGO4hVexhWGcKnEDQTEDVnEDKnHc1PH01rHmdn1EvPW0vP1nvnTDvTEDQTHbdnAcznW7WsHmQuW0VPjbQPid6mhNYsyFhnjndnHEdrHmLrTDQnWndP1nOPWN1PH9YnWcYnWNvTHDzn1NLn1bvPHndnWbvrjDOnWTKTEDKTEDVTEDKpZwY0ZnlszqoUi3draOWUvYfmv6dXMNf0A3QskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHcKXLYKnHTkn1nKnHTknHNkP9DvnH6brHTkPadbmHbLsHEQmhNVrHmYniY3PyELuhPWuWu6P19KTHTKTEDkTHDvnikQPH9OsjDQrHbvTHcKm1cYPARBujwhnhP-rHDdPE
单间 | 泛亚城邦 3室2厅2卫 主卧 南,大学城,850,https://km.58.com/hezu/41630610821782x.shtml?houseId=1406676501027850&shangquan=chenggongzb&shangquanId=13325&dataSource=0
整租 | 俊发城芙蓉苑 3室1厅1卫,江东花园,3200,https://km.58.com/zufang/41550606842770x.shtml?houseId=1396435991846921&shangquan=kmjd&shangquanId=12068&dataSource=0
整租 | 新迎片区4楼1600元月2房 金恒财富广场75平随时,新迎片区,1600,https://km.58.com/zufang/41691457187744x.shtml?houseId=1414464836869133&shangquan=xinyingp&shangquanId=12075&dataSource=0
整租 | 海伦国际 豪华装修 带全套家具家电 可拎包入住 看房,世纪城,4000,https://km.58.com/zufang/41650516945174x.shtml?houseId=1409224485002252&shangquan=kmsjc&shangquanId=12100&dataSource=0
整租 | 官渡区政府旁 精装三房 带车位 带家具家电 可季度付,区政府,3000,https://km.58.com/zufang/41704781370014x.shtml?houseId=1416170331331597&shangquan=qzfkm&shangquanId=32293&dataSource=0
单间 | 新迎北区十组团 1室0厅0卫 主卧 南,新迎片区,800,https://km.58.com/hezu/41593686315011x.shtml?houseId=1401950164163590&shangquan=xinyingp&shangquanId=12075&dataSource=0
单间 | 北京路旁 万宏国际单间出租 拎包入住 包水电物业宽带,火车北站,750,https://km.58.com/hezu/41229155393175x.shtml?houseId=1355290206053380&shangquan=huochebei&shangquanId=12067&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnHczrHDdPHnOn1DLPg980v6YUykKuaY3njP6Pym3mBd6PAFhsHwhrjcVry7bmiYLP1Dzn1mknvnvnhEKPHn3nWnOnHD3nWmQrHnKTHD1PHNzrHTznjmkPHn1rjTKrjcknTD3nWTkTHD_nHTKnHmQTHDdrjmknjDdnjEzPHbKnHcKwbnVHiLMGO4hBs4b8sf-BFxCCpWGCUgh-UH-bcWMGO4hVexhWGcKnEDzn9DKsHDKTHDzn1EvrjEQPjEvnjNznHmLPW9KP9DKnE7-n1TknyEkmzdbPv76sHEvPvEVrAE3mBYOm1c3PH6bnHT1nWEKnHc1Pjm3PjDYPj01rHE1PjEOrTDQnWnYPW9YnHEYPWm1rHnLnjcYTEDKTEDKsEDKTy6YIZK1rBtfpvY8PH98mvqVsvPCIgGdsLK8nWcfTEDznWc8nWDdsWbQsW9LTHTKnTDKnikQn97exEDQnjT1nkDQnjTQPHTvTHNQPHNQmhmksH7WPHNVPADQniY3PvPbsHbzP1R6PWR-PyP6n9DKnTDKTHTKnHmQsjDdrjb_nHDOrHmKn9DvrAD1nvNkPyE3nvPbm1mk
整租 | 西城林语云舞西锦小区 1室1厅1卫,高新区,1200,https://km.58.com/zufang/41684594383515x.shtml?houseId=1413586397488135&shangquan=kmgaoxin&shangquanId=12055&dataSource=0
整租 | 白龙路 白龙苑 精装两房 带家具家电 拎包入住 中间,白龙路片区,1700,https://km.58.com/zufang/41723906729618x.shtml?houseId=1418618377001988&shangquan=bailonglu&shangquanId=12063&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQP1c1rHTvP1cOPWD3XaO1pZwVUT7bsyEzP166nHwWsyNYuHNVPjubraY3P10YsHRbnAuWPvnLPyDOnEDdnWcdnjnzrHDvPjNdPkDKnHEQrjmQrjnLP1TknHb3rTDQnWmknTDQnWmknTDQsjDkTHDvnEDQPH9drHb3P103PWcYTH9KwbnVHiLMGO4hBs4b8sf-BFxCCpWGCUgh-UH-bcWMGO4hVexhWGcKnEDQTEDVnEDKnHcYPWcvP1cQn193n1mdrjcYnTDvTEDQTHDzmvPhnHIhsHuWnhEVPjnOuBYOPjD3syR-n1cYPhndn1IbnTDQnWEvnWmLnWDYnjTdnWb1njNvTHDzPjmzPW0znHnOPjc1P19YrHmKTEDKTEDVTEDKpZwY0ZnlszqoUi3draOWUvYfmv6dXMNfTy9vHNtvUjuZpL6FNZuDUDGrcAPR0h0q5EDznWc8nWDdsWbQsW9LTHTKnTDKnikQnE7exEDQnjT1nkDQnjTQPHTvTH9dmycOrjFBsH6bmHbVPjEvPaY3nymQsy7huyF-uhnknWP-n9DKnTDKTHTKnHmQsjDdrjb_nHDOrHcKn9DvuHwhrAmkuAc3nHw6rHmQ
整租 | 南屏街 五一路地铁口空间俊园 豪华装修 拎包入住 可,南屏街片区,2800,https://km.58.com/zufang/41701074316311x.shtml?houseId=1415695829949455&shangquan=kmnanping&shangquanId=12060&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQP1TQnj0Yn1Dvn1DQXaO1pZwVUT7bsHm3mH-WuH-WsHDQnHmVPjTzmidBuW-WsymYnHP6PjTvrjKhrTDdnHcvnHcOnWNQPjTvn9DKnHEQPHmOPH9zrHbYrHEdPEDQn1mknTDQn1mknTDQsjDkTHDvnEDQPH9vnjTQP1c1rjmYTHDvTNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKnWEKTiYQTEDQnWEdPHnYP1nQrHcYnHmYPWTOTHmKTHDKPAwbP1m1ujcVPyR6uaYYmhcksH9LnjnVPW7-nW-bPyn1nWRhTHDzPjNdn1ELn1ckPjNLrHbYnWEKnHcYPHN1Pj01nWTYnHNOnW91n9DKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWcYskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHDKXLYKnHTkn1nKnHTknHNkP9D3njnOuWEYnzYLPH0LsHEYrj0VrAEvradBPHKBnvm3uADkPvmKTHTKTEDkTHDvnikQPH93sjDQrH9OTHcKm1E3rARBn1PWPh7WmHDzPk
整租 | 长水航城水杉苑 3室2卫 温馨舒适  宽敞明亮  可,长水机场,1400,https://km.58.com/zufang/41723775690001x.shtml?houseId=1418601603931149&shangquan=csjckm&shangquanId=32294&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQP1c1P10dPWbknjTQXaO1pZwVUT7bsH9OP1TOuADLsHFBn19VPjbYPBY3njN1syNvPAEvmyRWnANQmEDvnWT1njELrjn3nHNLn9DKnHEQrjmknHmkn1b1nHDYrEDOPjTkTHbYnjTKnikQnTDQPWDKnHN3PWTkn1cdPHEdPTDQn97AEzdPsXXMMSpcfSi38Syc-SB6Jrh6VXpRVryEBrXMMSpLVSprb9DQTHn3TEDVnEDKnHcYPWcvnWEYrjmzPH91nHb1P9DvTEDQTym3uyRBnynLsH7hmyEVPAF6PaY3rj7bsH0dPWNYmHPWnvmOnEDQnWEvnWmzPjE3P1NQPWmQnjNvTHDzPjmzPWcYPj9vPW0LPWcvrj9KTEDKTEDVTEDKpZwY0ZnlszqoUi3draOWUvYfmv6dXMNf0A31ratKTHcznB3znHN8rHD8rj0KnTDkTEDQsjDQTgVqTHDknjn1THDknjDdnjmKm1EOPhcvm1nVPAu6PiYYnAcOsH-WPAnVmH9zuAN1uhF-nhDvTEDkTEDKnTDQPWD_nHNOnakQnHmLPW9Kn9DvuARWPW01nhmLP1EzmWmL
单间 | 德润朗悦湾 龙江雅苑 押一付一包水网物业费 随时看房,江东花园,780,https://km.58.com/hezu/41723332084251x.shtml?houseId=1418544822887427&shangquan=kmjd&shangquanId=12068&dataSource=0
整租 | 鸣翠园(西区) 3室2厅2卫,北辰财富中心,2500,https://short.58.com/zd_p/9cf1754a-1317-4d81-a9a4-702f8b6ab77d/?target=tk-16-xgk_hvimob_57325187483652q-feykn&end=end&lego_ts=nHTksAEVmWNQm1RhnvnVuHNkuBYYPjuhsycknycVPhwhuhuWnhFBPW0QsjEQnWbYPHnQnjnzrjEO&shangquan=kmbeichen&shangquanId=12065&dataSource=1
整租 | 星辰园平层别墅！豪华装修！带全套家具家电！带6个车位,新亚洲体育城,12000,https://km.58.com/zufang/41727845118859x.shtml?houseId=1419122490482702&shangquan=xinyazhoutyc&shangquanId=13044&dataSource=0
整租 | 小菜园立交 中海学府路8号旁 莲花池畔 精装清爽2房,莲花片区,2000,https://km.58.com/zufang/41717509925776x.shtml?houseId=1417799585979393&shangquan=kmlianhua&shangquanId=12058&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQP1DLPHTOrHcdP10vXaO1pZwVUT7bsyEzP166nHwWsyNYuHNVPjubraY3P10YsHRbnAuWPvnLPyDOnEDYP1NOnjnOPWbOPW9LrEDKnHEQP10OrHN3PHbLrHnOnkDQn1nknTDQn1nknTDQsjDkTHDvnEDQPH9drHb3P103PWcdTHD1TNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKnEDKsHDKTHDzPjmzPWbdP1EkPHmzPW0LP1mKP9DKnED3rHDQrjcYuBdWPyEdsHEQuWnVmhmzPidBuj--rHmLP1D3PjcKnHcYPWcvrHNLPjnOPHbOPjDQn9DQnWEvnWmOPH0Yn1EOrjmOnjNvTEDKTEDKsEDKTy6YIZK1rBtfpvY8PH98mvqVsvPCIgGdsk7CPbd5PhkvwvV3iRKvwAQ2HBKWRgFM5HYKnWczsWcQPi3Oni33PkDkTHTKTHD_nHDKXLYKnHTkn1nKnHTknHNkP9D1nHTYPAFbmiYQnjRbsHwBPHnVrj-6raYLPWw6nvE1uj66uANKTHTKTEDkTHDvnikQPH93sjDQrH9LTHcKnAE1mhm3PvcQmyPBmv7brT
单间 | 金盾花园(北区) 1室0厅1卫 主卧 南,大商汇,1200,https://short.58.com/zd_p/f7487e5a-7a35-4b87-87dc-b4002890d41f/?target=tk-16-xgk_ephv_80924868245483q-feykn&end=end&lego_ts=nHTksAEVP1EOnj76rynVnjbLPBYYujnzsycLm19VuhPWPWNdmHmvuyNQsjnLPWbkn191rHTYnjnz&shangquan=dashanghui&shangquanId=12080&dataSource=1
整租 | 白龙潭淏园精装三房 带全套家具家电 送电脑 来电有优,市政府,2800,https://km.58.com/zufang/41580080706835x.shtml?houseId=1400208645824518&shangquan=chenggongxc&shangquanId=13323&dataSource=0
整租 | 穿金路 低碳中心旁 都市名典 精装2房 带全套家具家,金殿片区,1700,https://km.58.com/zufang/41715584769035x.shtml?houseId=1417553166443527&shangquan=jindianpian&shangquanId=12069&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQP1DdPH9YP1mOnjndXaO1pZwVUT7bsHn3njDLP1wbsHKhPH9VPjmOriYOnj6bsHn1nyc3n1mkPvD1mkDdPjmknj0vn1TdPHn3nEDKnHEQP1Ndn1DvPWEYn1NzPkD3P1TkTH9LnjTKnikQnTDQPWDKnHN3PWTknWNOPWEvP9DQn97AEzdPsXXMMSpcfSi38Syc-SB6Jrh6VXpRVryEBrXMMSpLVSprb9DQTHnzTEDVnEDKnHcYPWTkn1c3rHEznWNvrHELn9DvTEDQTycOuWDkm1NQsyD1mWEVPAc3uadBP1RBsy76PyczPW66PHbOmkDQnWEvnjT1nW9OPHE3n1b3PHbzTHDzPjmknjnzrjbYrjNYrjEkn1cKTEDKTEDVTEDKpZwY0ZnlszqoUi3draOWUvYfmv6dXMNf0A31nBtKTHcznB3znHN8rHD8rj0KnTDkTEDQsjDQTgVqTHDknjn1THDknjDdnjmKPhR6uW-hPHnVmHDOraYYnvuWsy7BPHbVnH0Qm1TkuhcYn1cYTEDkTEDKnTDQPWD_nHN3rikQnHbOrTDzTyN1PhEQmhuBuymvPAwbPhN
整租 | 虹山东路阳之光小区精装3房带去套家具家电南北向采光采,虹山片区,2000,https://km.58.com/zufang/41703076013596x.shtml?houseId=1415952045121551&shangquan=kmhongshan&shangquanId=12056&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQP1T1nj0vnjD1PHbvXaO1pZwVUT7bsycvPANzmyN3sHnQP10VPjc1miY3ryDdsyDznHcLuWbdmvRWuEDvP19OP191PHNknHTLPTDKnHEQPHbdnWTYPHDznHNdnEDQnWnknTDQnWnknTDQsjDkTHDvnEDQPH9vnjTQn1bYPjEzTHDQTNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKnWDKTiYQTEDQnWEvnWnLrj9vrH0kn1nOn1c3THmKTHDKmycknvnvPynVP1u6riYYmyD1syF-njEVrAm1PH7bryNOnAwWTHDzPjmzn103rj0krHmQrjTLn1mKnHcYPWc1P193P1TzrHTdrHN3PTDKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWcQskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHDKXLYKnHTkn1nKnHTknHNkP9DQrjcQmH0knaYQPWcvsHw-mvDVmWw-riYzrywhnWc1uyNOPWcKTHTKTEDkTHDvnikQPH93sjDQrH9dTHcKn10YP1K-uWn1nAn3mHD1mE
整租 | 江尾村 9室3厅1卫,老县城,4200,https://km.58.com/zufang/41702309646859x.shtml?houseId=1415853950802956&shangquan=lxckm&shangquanId=33260&dataSource=0
整租 | 马村万彩城市花园精装2房 69平预约看房,龙泉路,2300,https://km.58.com/zufang/41727386121504x.shtml?houseId=1419063739702282&shangquan=kmlongquan&shangquanId=12059&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQP1cLn19vnHcQPHTYXaO1pZwVUT7bsyDQnHbQmvcQsHbkPAnVPjTLnaYOrj0ksHFWmhE1uHD3ryNvnEDvPj0dPjnvrjNdPHTQPTDKnHEQrHTvn101rH0knWc3n9DQn1TknTDQn1TknTDQsjDkTHDvnEDQPH9vnjTknWbvnH9zTHDvTNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKnHDKTiYQTEDQnWEvn19QnWTvrjEOP1nvP1TYTHmKTHDKnHI6nW0YPjDVrH6BuiYYmH93syFbnvDVPHcOrycOmHIWuHcLTHDzPjm1rjDznjmOP1NdPHndn1mKnHcYPWn3nHckPWbQnWm1rjbLP9DKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWDQskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHDKXLYKnHTkn1nKnHTknHNkP9D1PHFBm1mkmiYQPW--sHEvnHmVmhckPBYvuynLnhnYuj0OnjmKTHTKTEDkTHDvnikQPH93sjDQrH93THcKP176rAnzuHn1nAu-nAmOu9
整租 | 1600每月 空房出租 3室 风华俊园 租金半年付,市政府,1600,https://km.58.com/zufang/41618217904150x.shtml?houseId=1405090207505416&shangquan=chenggongxc&shangquanId=13323&dataSource=0
整租 | 广福路旁  豪装 拎包入住 樱花语144平东南,世纪城,5200,https://km.58.com/zufang/41650233815828x.shtml?houseId=1409188243857418&shangquan=kmsjc&shangquanId=12100&dataSource=0
整租 | 万达 南亚附近 交通方便  可月付  精装修一居室拎,滇池路片区,1150,https://km.58.com/zufang/41715555503269x.shtml?houseId=1417549419750410&shangquan=dianchilu&shangquanId=12082&dataSource=0
